age;job;marital;education;default;;
45;technician;married;secondary;no;;
33;services;divorced;secondary;no;;
46;management;divorced;tertiary;no;;
43;unknown;single;tertiary;no;;
50;management;married;tertiary;no;;
44;management;divorced;tertiary;no;;
42;services;married;secondary;no;;
26;blue-collar;single;secondary;no;;
47;admin.;single;secondary;no;;
48;blue-collar;married;primary;no;;
60;blue-collar;married;unknown;no;;
27;admin.;divorced;secondary;no;;
30;unemployed;single;tertiary;no;;
28;admin.;single;secondary;no;;
58;retired;married;primary;no;;
37;entrepreneur;married;tertiary;no;;
36;services;married;secondary;no;;
39;technician;married;secondary;no;;
52;unemployed;married;primary;no;;
55;retired;married;secondary;no;;
30;management;single;tertiary;no;;
36;blue-collar;single;secondary;no;;
39;admin.;married;secondary;no;;
47;blue-collar;married;primary;no;;
42;housemaid;single;primary;no;;
42;management;married;secondary;no;;
58;retired;married;secondary;no;;
43;technician;married;secondary;no;;
44;blue-collar;married;secondary;no;;
49;technician;married;tertiary;no;;
57;retired;married;tertiary;no;;
61;self-employed;divorced;tertiary;no;;
36;admin.;single;secondary;no;;
31;blue-collar;married;secondary;no;;
51;technician;married;tertiary;no;;
31;technician;single;tertiary;no;;
56;blue-collar;married;primary;no;;
30;technician;single;tertiary;no;;
38;services;married;secondary;no;;
35;services;married;secondary;no;;
31;blue-collar;married;unknown;no;;
39;admin.;divorced;secondary;no;;
50;management;married;tertiary;no;;
39;technician;married;tertiary;no;;
26;admin.;married;secondary;no;;
55;technician;married;secondary;no;;
43;blue-collar;divorced;primary;no;;
34;housemaid;married;tertiary;no;;
51;self-employed;married;primary;no;;
31;management;married;tertiary;no;;
32;management;married;tertiary;no;;
53;technician;married;secondary;no;;
44;management;divorced;tertiary;no;;
38;entrepreneur;married;tertiary;no;;
47;self-employed;married;tertiary;no;;
36;management;married;tertiary;no;;
30;management;single;tertiary;no;;
46;blue-collar;married;secondary;no;;
33;entrepreneur;married;secondary;no;;
43;blue-collar;married;secondary;no;;
38;management;married;tertiary;no;;
27;technician;single;secondary;no;;
38;management;married;unknown;no;;
41;unemployed;married;tertiary;no;;
29;technician;married;secondary;no;;
39;services;married;secondary;no;;
42;blue-collar;single;primary;no;;
47;services;married;secondary;no;;
30;blue-collar;single;secondary;yes;;
34;admin.;married;secondary;no;;
45;housemaid;married;primary;no;;
43;admin.;married;secondary;no;;
59;blue-collar;married;primary;no;;
50;technician;married;secondary;no;;
39;blue-collar;married;secondary;no;;
36;technician;married;secondary;no;;
44;blue-collar;married;secondary;no;;
36;technician;married;tertiary;no;;
27;management;single;tertiary;no;;
29;services;married;secondary;no;;
44;management;married;tertiary;no;;
55;management;married;tertiary;no;;
36;technician;divorced;secondary;no;;
28;technician;single;secondary;no;;
50;management;divorced;tertiary;no;;
49;technician;married;secondary;no;;
31;admin.;single;secondary;no;;
45;management;single;tertiary;no;;
42;blue-collar;married;secondary;no;;
45;admin.;married;secondary;no;;
47;technician;married;primary;no;;
60;retired;divorced;secondary;no;;
35;management;married;tertiary;no;;
31;technician;single;tertiary;no;;
33;blue-collar;married;primary;no;;
50;self-employed;married;tertiary;no;;
51;blue-collar;married;secondary;no;;
34;technician;married;secondary;no;;
56;services;married;secondary;no;;
29;services;married;secondary;no;;
31;blue-collar;married;secondary;no;;
44;technician;divorced;unknown;no;;
55;retired;married;secondary;no;;
35;student;single;unknown;no;;
36;technician;married;tertiary;no;;
54;retired;married;secondary;no;;
32;management;married;tertiary;no;;
36;management;divorced;tertiary;no;;
60;retired;married;secondary;no;;
32;technician;single;secondary;no;;
57;management;married;tertiary;no;;
34;blue-collar;married;primary;no;;
27;student;single;secondary;no;;
52;management;single;tertiary;no;;
45;admin.;divorced;unknown;no;;
58;admin.;single;secondary;no;;
39;blue-collar;single;primary;no;;
48;blue-collar;single;secondary;no;;
36;management;single;secondary;no;;
31;technician;single;secondary;no;;
41;management;married;tertiary;no;;
30;self-employed;single;secondary;no;;
57;retired;married;tertiary;no;;
29;admin.;single;secondary;no;;
29;services;divorced;secondary;no;;
30;management;single;tertiary;no;;
44;management;married;tertiary;no;;
33;student;single;unknown;no;;
56;admin.;divorced;secondary;no;;
26;services;single;secondary;no;;
52;technician;married;secondary;no;;
32;management;single;secondary;no;;
36;technician;single;secondary;no;;
26;blue-collar;married;secondary;no;;
37;blue-collar;married;secondary;no;;
34;technician;married;secondary;no;;
26;services;single;secondary;no;;
32;services;married;secondary;no;;
30;management;single;tertiary;yes;;
27;technician;single;secondary;no;;
42;admin.;single;secondary;no;;
33;blue-collar;single;primary;no;;
37;blue-collar;married;secondary;no;;
45;blue-collar;married;secondary;no;;
36;entrepreneur;married;tertiary;no;;
39;management;single;tertiary;no;;
33;management;single;tertiary;no;;
47;services;married;secondary;no;;
49;entrepreneur;married;secondary;no;;
46;management;divorced;secondary;no;;
31;services;married;secondary;no;;
43;unemployed;divorced;secondary;no;;
30;blue-collar;single;secondary;yes;;
43;management;divorced;tertiary;no;;
42;blue-collar;married;secondary;no;;
30;admin.;single;tertiary;no;;
33;management;single;tertiary;no;;
41;admin.;married;secondary;no;;
29;blue-collar;single;secondary;no;;
38;unemployed;married;secondary;no;;
29;technician;married;tertiary;no;;
38;management;single;tertiary;no;;
36;blue-collar;divorced;primary;no;;
38;self-employed;married;tertiary;no;;
44;management;married;secondary;yes;;
31;management;married;tertiary;no;;
31;services;single;secondary;no;;
57;admin.;divorced;primary;no;;
37;blue-collar;married;primary;no;;
50;blue-collar;married;secondary;no;;
60;retired;married;primary;no;;
51;management;married;tertiary;no;;
48;blue-collar;married;secondary;no;;
42;blue-collar;married;primary;no;;
36;blue-collar;married;secondary;no;;
43;management;married;tertiary;no;;
31;admin.;married;primary;no;;
49;technician;single;secondary;no;;
35;management;divorced;tertiary;no;;
44;entrepreneur;married;secondary;no;;
34;self-employed;married;tertiary;no;;
46;blue-collar;married;secondary;no;;
49;blue-collar;married;primary;no;;
32;blue-collar;married;secondary;no;;
35;management;divorced;tertiary;no;;
51;admin.;married;secondary;no;;
57;retired;divorced;secondary;no;;
59;management;married;tertiary;no;;
40;services;divorced;unknown;no;;
49;management;single;tertiary;no;;
51;management;married;secondary;no;;
35;admin.;married;secondary;yes;;
29;self-employed;married;secondary;no;;
32;services;single;secondary;no;;
37;housemaid;divorced;secondary;no;;
49;unemployed;married;primary;no;;
45;technician;married;unknown;no;;
34;technician;single;secondary;no;;
53;technician;married;secondary;no;;
42;entrepreneur;married;primary;no;;
43;technician;married;secondary;no;;
52;retired;married;secondary;no;;
34;blue-collar;single;secondary;no;;
34;technician;divorced;tertiary;no;;
27;services;married;secondary;no;;
43;unemployed;married;tertiary;no;;
41;technician;married;tertiary;no;;
35;blue-collar;married;primary;no;;
41;management;married;tertiary;no;;
36;blue-collar;divorced;primary;no;;
51;housemaid;married;primary;no;;
37;self-employed;married;tertiary;no;;
42;admin.;single;secondary;no;;
26;admin.;single;secondary;no;;
23;services;single;secondary;no;;
50;management;married;tertiary;no;;
37;blue-collar;married;secondary;no;;
35;management;married;tertiary;no;;
37;management;married;tertiary;no;;
39;technician;married;secondary;no;;
47;services;married;secondary;no;;
44;blue-collar;married;secondary;no;;
36;management;single;tertiary;no;;
33;blue-collar;single;secondary;no;;
42;services;married;secondary;no;;
35;technician;single;tertiary;no;;
31;blue-collar;married;secondary;no;;
58;services;married;primary;no;;
46;management;married;tertiary;no;;
41;admin.;single;secondary;no;;
58;technician;married;secondary;no;;
33;blue-collar;married;secondary;no;;
31;unemployed;married;secondary;no;;
55;technician;divorced;secondary;no;;
38;technician;single;secondary;no;;
55;housemaid;married;secondary;no;;
47;management;single;tertiary;no;;
51;housemaid;married;primary;no;;
46;management;single;tertiary;no;;
61;management;married;tertiary;no;;
47;management;single;tertiary;no;;
34;technician;married;secondary;no;;
34;blue-collar;married;secondary;no;;
41;management;divorced;tertiary;no;;
36;blue-collar;divorced;secondary;no;;
26;blue-collar;single;secondary;no;;
35;management;married;tertiary;no;;
36;blue-collar;married;secondary;no;;
26;management;single;tertiary;no;;
58;management;married;primary;no;;
50;blue-collar;married;secondary;no;;
61;retired;married;secondary;no;;
28;technician;single;secondary;no;;
49;blue-collar;single;primary;no;;
53;blue-collar;married;secondary;no;;
46;self-employed;married;secondary;no;;
47;management;married;tertiary;no;;
42;blue-collar;single;primary;no;;
56;services;married;secondary;no;;
42;technician;married;secondary;no;;
49;housemaid;married;primary;no;;
43;unemployed;single;unknown;no;;
39;services;married;secondary;no;;
30;technician;single;tertiary;no;;
38;management;single;tertiary;no;;
31;blue-collar;married;secondary;no;;
32;technician;married;secondary;no;;
48;technician;married;secondary;no;;
34;admin.;married;tertiary;no;;
28;student;single;secondary;no;;
40;admin.;single;secondary;no;;
36;entrepreneur;married;secondary;no;;
52;retired;married;secondary;no;;
46;admin.;married;primary;no;;
25;technician;single;secondary;no;;
52;blue-collar;married;secondary;no;;
40;blue-collar;married;primary;no;;
26;management;divorced;tertiary;yes;;
26;blue-collar;single;primary;no;;
35;self-employed;single;secondary;no;;
40;admin.;single;secondary;no;;
31;management;married;tertiary;no;;
32;admin.;married;secondary;no;;
33;admin.;married;secondary;no;;
53;services;divorced;secondary;no;;
46;technician;divorced;secondary;no;;
28;management;single;tertiary;no;;
31;blue-collar;married;secondary;no;;
44;blue-collar;married;primary;no;;
35;admin.;married;secondary;no;;
50;technician;divorced;unknown;no;;
32;technician;married;secondary;yes;;
51;admin.;married;secondary;no;;
51;management;married;tertiary;no;;
31;blue-collar;married;unknown;no;;
41;admin.;divorced;secondary;no;;
57;technician;married;tertiary;no;;
34;management;single;tertiary;no;;
47;technician;married;secondary;no;;
47;admin.;divorced;secondary;no;;
36;self-employed;married;secondary;no;;
29;housemaid;single;tertiary;no;;
39;technician;married;secondary;no;;
53;blue-collar;single;unknown;no;;
47;blue-collar;married;secondary;yes;;
51;technician;divorced;secondary;no;;
48;blue-collar;married;secondary;no;;
32;technician;married;secondary;no;;
36;management;divorced;tertiary;no;;
50;unknown;married;primary;no;;
39;admin.;married;secondary;no;;
31;blue-collar;married;secondary;no;;
49;admin.;married;secondary;no;;
33;unemployed;divorced;secondary;no;;
26;management;single;tertiary;no;;
27;blue-collar;married;secondary;no;;
51;blue-collar;married;primary;no;;
26;admin.;single;secondary;no;;
45;admin.;married;secondary;no;;
54;technician;married;secondary;no;;
49;technician;married;tertiary;no;;
47;technician;married;secondary;no;;
42;housemaid;married;primary;no;;
50;entrepreneur;married;tertiary;no;;
37;admin.;married;secondary;no;;
54;blue-collar;married;primary;no;;
40;services;married;secondary;no;;
50;services;married;secondary;no;;
57;retired;married;secondary;no;;
33;technician;married;secondary;no;;
49;technician;married;secondary;no;;
35;services;married;secondary;no;;
28;blue-collar;single;secondary;no;;
58;management;married;tertiary;no;;
31;admin.;single;secondary;no;;
36;management;divorced;tertiary;no;;
49;blue-collar;single;primary;no;;
30;unemployed;married;secondary;no;;
29;services;single;secondary;no;;
50;management;married;unknown;no;;
26;student;single;tertiary;no;;
27;housemaid;married;secondary;no;;
32;blue-collar;single;secondary;no;;
62;unknown;married;secondary;no;;
34;blue-collar;single;secondary;no;;
25;admin.;single;tertiary;no;;
34;management;single;tertiary;no;;
44;technician;single;secondary;no;;
38;management;married;tertiary;no;;
57;admin.;married;secondary;no;;
36;self-employed;married;tertiary;no;;
41;entrepreneur;married;secondary;no;;
36;management;single;tertiary;no;;
27;management;single;tertiary;no;;
37;technician;divorced;secondary;no;;
47;management;single;tertiary;no;;
31;services;divorced;primary;no;;
39;self-employed;married;secondary;no;;
35;admin.;divorced;tertiary;no;;
40;blue-collar;married;secondary;no;;
38;management;single;tertiary;no;;
31;technician;married;secondary;no;;
36;blue-collar;married;primary;no;;
53;management;married;primary;no;;
59;blue-collar;married;primary;no;;
29;management;single;tertiary;no;;
30;admin.;single;secondary;no;;
52;admin.;married;secondary;no;;
55;blue-collar;married;secondary;no;;
56;blue-collar;married;primary;no;;
32;admin.;married;secondary;no;;
24;blue-collar;married;secondary;no;;
51;blue-collar;married;primary;no;;
36;management;married;tertiary;no;;
36;technician;married;tertiary;no;;
42;management;married;tertiary;no;;
49;admin.;married;secondary;no;;
48;management;married;secondary;no;;
36;management;married;secondary;no;;
48;management;married;primary;no;;
30;technician;married;tertiary;no;;
27;management;single;tertiary;yes;;
38;entrepreneur;married;tertiary;no;;
36;technician;single;secondary;yes;;
45;technician;married;secondary;no;;
44;housemaid;married;tertiary;no;;
42;technician;married;secondary;no;;
37;entrepreneur;married;tertiary;no;;
48;blue-collar;married;secondary;no;;
57;retired;married;primary;no;;
44;services;married;secondary;no;;
48;technician;married;secondary;no;;
56;retired;married;primary;no;;
37;management;married;tertiary;no;;
47;blue-collar;married;secondary;no;;
54;housemaid;married;unknown;no;;
51;retired;divorced;secondary;no;;
47;admin.;married;secondary;no;;
25;management;married;tertiary;no;;
39;services;single;secondary;no;;
40;management;married;tertiary;no;;
38;management;single;tertiary;no;;
34;management;married;tertiary;no;;
53;housemaid;married;primary;no;;
32;services;married;secondary;no;;
35;blue-collar;married;secondary;no;;
24;student;single;secondary;no;;
58;blue-collar;married;primary;no;;
49;management;married;primary;no;;
45;services;single;secondary;no;;
55;management;married;tertiary;no;;
42;entrepreneur;married;tertiary;no;;
28;admin.;married;secondary;no;;
48;blue-collar;married;secondary;no;;
51;management;single;tertiary;yes;;
38;housemaid;married;primary;no;;
27;blue-collar;single;secondary;no;;
50;technician;single;secondary;no;;
44;blue-collar;married;primary;no;;
40;management;married;tertiary;no;;
29;services;single;secondary;no;;
34;services;married;secondary;no;;
44;self-employed;single;tertiary;no;;
50;entrepreneur;married;tertiary;no;;
34;management;married;tertiary;no;;
54;retired;divorced;primary;no;;
34;technician;married;tertiary;no;;
34;admin.;single;tertiary;no;;
52;blue-collar;married;primary;no;;
60;unknown;married;unknown;no;;
39;management;single;secondary;no;;
58;retired;married;primary;no;;
41;technician;divorced;secondary;no;;
48;technician;married;secondary;no;;
58;management;married;tertiary;no;;
40;self-employed;married;primary;no;;
48;management;married;tertiary;no;;
52;blue-collar;divorced;primary;no;;
50;self-employed;married;secondary;no;;
25;technician;single;secondary;no;;
54;retired;married;primary;no;;
34;services;married;secondary;no;;
48;management;married;tertiary;yes;;
37;admin.;married;tertiary;no;;
32;management;single;tertiary;no;;
45;blue-collar;married;secondary;no;;
43;blue-collar;single;secondary;no;;
41;management;married;tertiary;no;;
40;technician;divorced;tertiary;no;;
44;services;single;secondary;no;;
43;blue-collar;married;primary;no;;
30;unknown;single;tertiary;no;;
32;services;married;secondary;no;;
57;admin.;married;secondary;no;;
31;blue-collar;single;tertiary;no;;
49;unknown;married;secondary;no;;
31;admin.;single;secondary;no;;
41;admin.;married;tertiary;no;;
44;management;married;tertiary;no;;
54;entrepreneur;married;unknown;no;;
37;blue-collar;divorced;secondary;no;;
34;management;married;secondary;no;;
43;technician;married;secondary;no;;
44;management;married;tertiary;no;;
44;services;married;secondary;no;;
53;admin.;divorced;secondary;no;;
36;technician;married;secondary;no;;
58;technician;divorced;secondary;no;;
26;student;single;secondary;no;;
34;technician;single;secondary;no;;
55;blue-collar;married;primary;no;;
55;blue-collar;married;secondary;no;;
34;entrepreneur;married;tertiary;no;;
41;entrepreneur;divorced;secondary;no;;
38;housemaid;divorced;secondary;no;;
28;blue-collar;single;secondary;no;;
41;technician;married;secondary;no;;
30;admin.;married;tertiary;no;;
39;technician;married;unknown;no;;
41;admin.;married;secondary;no;;
36;technician;married;secondary;no;;
37;management;married;tertiary;no;;
59;self-employed;married;tertiary;no;;
26;technician;single;secondary;no;;
43;technician;married;secondary;no;;
42;management;married;secondary;yes;;
46;blue-collar;married;unknown;no;;
31;admin.;married;secondary;no;;
43;unemployed;married;secondary;no;;
48;blue-collar;single;tertiary;no;;
41;blue-collar;married;secondary;no;;
32;self-employed;married;tertiary;no;;
45;technician;married;tertiary;no;;
52;admin.;single;unknown;no;;
37;self-employed;married;secondary;no;;
38;blue-collar;divorced;secondary;no;;
36;services;single;secondary;no;;
58;retired;married;secondary;no;;
37;management;married;tertiary;no;;
30;technician;single;secondary;no;;
47;technician;married;secondary;no;;
40;technician;married;secondary;no;;
42;management;divorced;tertiary;no;;
54;blue-collar;married;secondary;no;;
53;entrepreneur;married;primary;no;;
33;blue-collar;divorced;secondary;no;;
30;technician;single;tertiary;no;;
39;services;divorced;secondary;no;;
32;blue-collar;married;secondary;no;;
34;technician;single;secondary;no;;
39;self-employed;single;tertiary;no;;
33;admin.;divorced;secondary;no;;
40;services;married;secondary;no;;
37;technician;married;unknown;no;;
52;unemployed;married;primary;no;;
31;admin.;divorced;secondary;no;;
28;technician;single;secondary;no;;
29;management;single;tertiary;no;;
46;services;married;secondary;no;;
28;blue-collar;married;secondary;no;;
41;admin.;married;secondary;no;;
42;technician;divorced;secondary;no;;
34;admin.;single;secondary;no;;
28;blue-collar;married;secondary;no;;
43;management;single;secondary;no;;
32;technician;married;secondary;no;;
33;technician;single;tertiary;no;;
36;services;married;secondary;no;;
53;technician;married;secondary;no;;
30;blue-collar;single;secondary;no;;
45;services;divorced;secondary;no;;
31;services;single;secondary;no;;
28;admin.;married;secondary;no;;
45;blue-collar;married;primary;no;;
51;management;married;tertiary;no;;
53;management;married;primary;no;;
40;technician;married;secondary;no;;
53;blue-collar;married;primary;no;;
31;blue-collar;divorced;secondary;no;;
30;management;married;tertiary;no;;
53;entrepreneur;married;secondary;no;;
40;blue-collar;married;primary;no;;
26;management;single;secondary;no;;
47;blue-collar;married;secondary;no;;
51;management;married;tertiary;no;;
45;unemployed;married;primary;no;;
35;management;married;tertiary;no;;
36;management;single;tertiary;no;;
57;admin.;married;secondary;no;;
42;blue-collar;married;primary;no;;
32;blue-collar;married;secondary;yes;;
30;management;married;tertiary;no;;
36;technician;married;secondary;no;;
43;technician;married;secondary;no;;
31;technician;single;tertiary;no;;
35;technician;married;secondary;no;;
26;entrepreneur;married;tertiary;no;;
46;technician;married;secondary;no;;
30;technician;married;secondary;no;;
33;management;single;tertiary;no;;
34;management;married;tertiary;no;;
48;blue-collar;married;primary;no;;
31;management;married;tertiary;no;;
46;management;divorced;tertiary;no;;
40;services;married;secondary;no;;
39;entrepreneur;married;secondary;no;;
33;technician;single;secondary;no;;
50;blue-collar;married;primary;no;;
40;blue-collar;married;primary;no;;
55;management;married;tertiary;no;;
40;services;divorced;secondary;no;;
46;admin.;married;primary;no;;
43;self-employed;single;tertiary;no;;
34;blue-collar;married;secondary;no;;
35;technician;single;secondary;no;;
57;retired;married;unknown;no;;
25;student;single;secondary;no;;
32;self-employed;married;tertiary;no;;
52;retired;single;secondary;no;;
31;self-employed;single;tertiary;yes;;
34;management;married;tertiary;no;;
42;technician;divorced;secondary;no;;
47;blue-collar;divorced;primary;no;;
50;self-employed;divorced;tertiary;no;;
30;technician;married;secondary;no;;
33;services;single;secondary;no;;
56;technician;single;tertiary;no;;
34;admin.;divorced;secondary;no;;
33;technician;married;secondary;no;;
32;management;single;tertiary;no;;
34;management;married;tertiary;no;;
37;technician;married;secondary;no;;
30;management;married;secondary;no;;
29;blue-collar;married;secondary;no;;
56;unemployed;divorced;primary;no;;
31;management;married;tertiary;no;;
59;unknown;married;unknown;no;;
36;housemaid;married;secondary;no;;
51;blue-collar;divorced;secondary;no;;
54;self-employed;divorced;primary;no;;
37;management;married;tertiary;no;;
32;technician;married;tertiary;no;;
42;self-employed;married;tertiary;no;;
29;blue-collar;married;secondary;no;;
52;blue-collar;married;primary;no;;
40;technician;married;secondary;no;;
30;services;married;secondary;no;;
55;entrepreneur;divorced;secondary;no;;
49;management;married;tertiary;no;;
33;technician;married;tertiary;no;;
32;services;single;secondary;no;;
21;student;single;secondary;no;;
42;technician;married;secondary;no;;
56;self-employed;married;secondary;no;;
39;unknown;single;secondary;no;;
30;entrepreneur;single;secondary;no;;
55;retired;married;secondary;no;;
43;blue-collar;married;primary;no;;
53;unemployed;married;secondary;no;;
57;retired;married;secondary;no;;
39;self-employed;single;unknown;no;;
56;technician;divorced;tertiary;no;;
29;services;single;unknown;no;;
38;blue-collar;married;primary;no;;
59;management;married;tertiary;no;;
42;technician;single;unknown;no;;
46;blue-collar;married;primary;no;;
31;admin.;married;secondary;no;;
35;services;divorced;secondary;no;;
50;self-employed;married;secondary;no;;
42;blue-collar;married;primary;no;;
36;services;single;secondary;no;;
25;admin.;single;tertiary;no;;
42;management;single;tertiary;no;;
27;student;single;tertiary;no;;
32;blue-collar;married;primary;no;;
57;management;married;tertiary;no;;
48;blue-collar;married;secondary;no;;
34;blue-collar;divorced;secondary;no;;
33;services;married;secondary;no;;
26;technician;single;secondary;no;;
50;blue-collar;married;secondary;no;;
60;technician;single;tertiary;no;;
47;management;married;tertiary;no;;
31;management;married;tertiary;no;;
52;technician;married;tertiary;no;;
36;services;married;secondary;no;;
43;blue-collar;married;primary;no;;
30;technician;single;tertiary;no;;
32;blue-collar;married;secondary;no;;
31;management;single;tertiary;no;;
29;management;single;secondary;no;;
48;services;divorced;secondary;no;;
32;services;single;secondary;no;;
30;housemaid;single;tertiary;no;;
48;blue-collar;married;secondary;no;;
51;blue-collar;married;unknown;no;;
34;management;married;tertiary;no;;
35;blue-collar;married;secondary;no;;
49;management;single;primary;no;;
36;unemployed;married;secondary;no;;
37;blue-collar;divorced;secondary;no;;
37;management;married;tertiary;no;;
49;blue-collar;married;primary;no;;
44;services;divorced;secondary;no;;
40;student;married;secondary;no;;
57;technician;married;secondary;no;;
39;technician;married;secondary;no;;
38;services;married;secondary;no;;
51;blue-collar;divorced;secondary;no;;
27;blue-collar;single;secondary;no;;
38;blue-collar;single;tertiary;no;;
30;technician;single;secondary;no;;
36;student;single;unknown;no;;
37;unemployed;married;secondary;no;;
53;admin.;married;secondary;no;;
38;unemployed;married;tertiary;no;;
48;management;married;tertiary;no;;
26;housemaid;married;secondary;no;;
33;blue-collar;single;secondary;no;;
47;technician;married;unknown;no;;
45;management;divorced;tertiary;no;;
32;blue-collar;divorced;secondary;no;;
37;blue-collar;married;secondary;no;;
45;blue-collar;divorced;primary;no;;
36;blue-collar;married;secondary;no;;
62;self-employed;divorced;tertiary;no;;
37;management;married;tertiary;no;;
39;services;divorced;secondary;no;;
38;technician;single;secondary;no;;
31;management;married;tertiary;no;;
58;blue-collar;divorced;primary;no;;
44;management;single;tertiary;no;;
31;blue-collar;married;secondary;no;;
33;technician;single;secondary;no;;
36;technician;single;tertiary;no;;
31;technician;single;secondary;no;;
45;admin.;married;secondary;no;;
30;technician;single;tertiary;no;;
34;blue-collar;married;secondary;no;;
34;management;married;tertiary;no;;
39;admin.;divorced;secondary;no;;
41;management;married;tertiary;no;;
32;services;single;secondary;no;;
32;management;single;tertiary;no;;
36;blue-collar;married;primary;no;;
35;admin.;married;tertiary;no;;
32;management;single;tertiary;no;;
33;management;single;tertiary;no;;
49;entrepreneur;married;primary;no;;
35;management;married;tertiary;no;;
31;technician;married;secondary;no;;
42;management;married;secondary;no;;
34;housemaid;married;primary;no;;
32;services;married;secondary;yes;;
29;management;single;tertiary;no;;
32;services;single;secondary;no;;
50;housemaid;single;unknown;no;;
58;retired;married;secondary;no;;
59;technician;married;secondary;no;;
25;student;married;tertiary;no;;
57;services;married;secondary;no;;
30;blue-collar;single;secondary;no;;
26;services;single;secondary;no;;
50;services;single;primary;no;;
39;services;married;secondary;no;;
45;blue-collar;married;primary;no;;
37;management;divorced;tertiary;no;;
47;blue-collar;divorced;primary;no;;
50;technician;married;tertiary;no;;
40;management;married;secondary;no;;
35;blue-collar;married;primary;no;;
53;management;married;tertiary;no;;
35;admin.;married;secondary;no;;
54;technician;married;secondary;no;;
35;admin.;single;secondary;no;;
31;housemaid;married;unknown;yes;;
46;technician;divorced;secondary;no;;
52;management;married;secondary;no;;
34;admin.;divorced;secondary;no;;
46;services;divorced;secondary;no;;
54;self-employed;married;secondary;no;;
37;admin.;married;tertiary;no;;
39;admin.;married;tertiary;no;;
50;technician;married;tertiary;no;;
44;technician;divorced;secondary;no;;
56;admin.;married;secondary;no;;
40;services;married;tertiary;no;;
36;services;married;secondary;no;;
33;management;married;tertiary;no;;
33;blue-collar;single;secondary;no;;
42;services;married;secondary;no;;
30;self-employed;single;tertiary;no;;
33;admin.;single;secondary;no;;
26;blue-collar;single;secondary;no;;
26;admin.;single;secondary;no;;
37;services;married;secondary;no;;
59;retired;married;primary;no;;
49;blue-collar;married;primary;no;;
33;blue-collar;single;primary;no;;
46;technician;single;secondary;no;;
55;entrepreneur;married;primary;no;;
49;services;married;tertiary;no;;
51;technician;married;secondary;no;;
27;admin.;married;secondary;no;;
44;technician;married;secondary;no;;
40;services;single;secondary;no;;
36;management;married;tertiary;no;;
46;admin.;single;secondary;no;;
30;services;single;secondary;no;;
35;admin.;married;secondary;no;;
31;technician;single;secondary;no;;
37;admin.;married;secondary;no;;
49;blue-collar;married;unknown;no;;
27;services;single;secondary;yes;;
32;blue-collar;married;secondary;no;;
22;technician;single;secondary;no;;
58;blue-collar;married;secondary;no;;
33;blue-collar;married;secondary;no;;
50;management;divorced;tertiary;no;;
53;blue-collar;married;secondary;no;;
37;management;single;tertiary;no;;
55;services;divorced;primary;no;;
49;admin.;married;secondary;no;;
41;blue-collar;married;primary;no;;
40;management;single;tertiary;no;;
48;management;married;tertiary;no;;
27;student;single;secondary;no;;
30;management;single;tertiary;no;;
37;entrepreneur;single;secondary;no;;
37;services;single;secondary;no;;
40;blue-collar;married;secondary;no;;
50;management;married;tertiary;no;;
53;blue-collar;married;primary;no;;
47;blue-collar;married;secondary;no;;
33;technician;divorced;secondary;no;;
50;blue-collar;married;unknown;no;;
51;blue-collar;married;primary;no;;
42;housemaid;divorced;tertiary;no;;
34;technician;single;secondary;no;;
44;technician;married;secondary;no;;
32;admin.;married;secondary;no;;
60;retired;married;tertiary;no;;
60;retired;divorced;tertiary;no;;
29;blue-collar;single;secondary;no;;
39;management;single;secondary;no;;
47;blue-collar;married;primary;no;;
30;admin.;married;tertiary;no;;
31;technician;single;tertiary;no;;
34;management;single;tertiary;no;;
51;admin.;married;secondary;no;;
38;blue-collar;married;secondary;no;;
47;admin.;single;secondary;no;;
46;housemaid;single;tertiary;no;;
33;management;married;tertiary;no;;
30;management;married;tertiary;no;;
40;technician;married;secondary;no;;
38;blue-collar;single;secondary;no;;
63;retired;divorced;secondary;no;;
33;management;married;tertiary;no;;
59;retired;married;secondary;no;;
29;management;single;tertiary;no;;
54;services;divorced;secondary;no;;
57;technician;married;secondary;no;;
57;blue-collar;married;primary;no;;
28;services;single;secondary;no;;
30;technician;single;secondary;no;;
28;blue-collar;married;secondary;no;;
45;services;divorced;primary;no;;
29;services;divorced;secondary;no;;
42;blue-collar;married;primary;no;;
31;blue-collar;married;secondary;no;;
59;housemaid;divorced;primary;no;;
41;blue-collar;married;primary;no;;
57;housemaid;married;secondary;no;;
43;services;divorced;secondary;no;;
30;services;divorced;secondary;no;;
26;admin.;single;secondary;no;;
52;management;single;tertiary;no;;
32;entrepreneur;divorced;secondary;no;;
39;management;divorced;tertiary;no;;
31;blue-collar;married;secondary;no;;
34;management;married;tertiary;no;;
40;blue-collar;married;secondary;no;;
39;self-employed;married;secondary;no;;
50;unemployed;married;secondary;no;;
30;technician;married;tertiary;no;;
43;blue-collar;married;secondary;no;;
49;blue-collar;married;secondary;no;;
41;retired;single;primary;no;;
35;blue-collar;married;secondary;no;;
57;retired;married;tertiary;no;;
29;entrepreneur;married;secondary;no;;
48;admin.;married;secondary;no;;
38;entrepreneur;divorced;tertiary;no;;
41;entrepreneur;married;primary;no;;
39;housemaid;married;primary;no;;
31;management;married;tertiary;no;;
51;technician;married;secondary;no;;
35;unemployed;single;secondary;no;;
45;admin.;divorced;secondary;no;;
28;blue-collar;married;secondary;no;;
57;retired;married;secondary;no;;
